month_date,year,month,quarter,season,field_key,yph_target,extent_ha,vp_sd,vp_sd_encoded,age_or_prune_cycle,plucking_rounds_month,gl_per_ha_per_round_todate,nitrogen_month,last_12m_nitrogen,last_12m_yph,ph_value,foliar_rounds_month,dap_todate,plucking_average_month,lph_month,pluckers_month,green_leaf_month,extent_plucked_month,yph_12m_fert,plucking_rounds_fert,foliar_rounds_fert,dolomite_applied_date,last_fertilized_date,last_weeding_date,weeded_until_date,Monthly_Rainfall,Evaporation,Sunshine Hours,Humidity_morning,Humidity_daytime,Soil Type,Soil Tempereture,Envirinment Tempereture
2023-02-01,2023,2,1,Q1,5/2B,197.9233369,3.62,VP,1,9.094608683,3,208.3214115,79.8441738,317.456593,830.0871659,4.905873608,3,21,25.54448607,8.084733355,566,13271.85635,61.21179217,1486.53885,31,4,2023-02-04,2023-02-14,2023-02-13,2023-02-01,157.7368655,108.0445057,171.8117536,89.15009,82.6231,Red Yellow Podzolic,23.06098,22.51753875
2023-02-01,2023,2,1,Q1,5A/1,182.8727766,5.7,VP,1,44.79070807,3,226.4144591,79.77368588,250.8876745,1150.455388,5.09974396,3,23,22.55891457,9.493686623,812,22011.30217,107.3415933,1685.47036,34,2,2023-02-05,2023-02-09,2023-02-20,2023-02-28,141.5945613,106.503987,180.1759253,89.10397,75.3046,Red Yellow Podzolic,24.02633,21.47830551
2023-02-01,2023,2,1,Q1,5A/2,179.6131367,7.62,VP,1,38.3985405,3,126.0748533,78.74250299,328.6150615,1277.318055,4.676018127,3,26,17.18963992,9.35697795,1079,13279.18212,76.18037865,1468.95227,37,3,2023-02-01,2023-02-08,2023-02-22,2023-02-28,164.8176343,113.1408956,186.6370558,93.72174,81.67647,Red Yellow Podzolic,21.23792,21.22784744
2023-02-01,2023,2,1,Q1,5B/1,230.0766551,4.18,VP,1,11.64608297,6,176.1441035,75.83011761,357.8629867,900.9756849,4.06628904,3,21,35.37656244,6.022962397,563,16431.55427,116.1421311,2009.117616,64,4,2023-02-21,2023-02-10,2023-02-18,2023-02-28,126.9810981,108.7037267,186.6012521,88.04418,74.45878,Red Yellow Podzolic,23.01159,20.42818001
2023-02-01,2023,2,1,Q1,5B/2,180.7073881,3.23,VP,1,7.565645715,5,136.500069,78.04725068,419.8893393,1252.278542,4.864275985,3,25,33.37425208,5.668100042,369,13373.31861,55.0668993,1144.514751,37,3,2023-02-18,2023-02-19,2023-02-19,2023-02-28,149.917185,114.4414371,175.0905976,90.70561,71.23611,Red Yellow Podzolic,22.2499,22.15060793
2023-02-01,2023,2,1,Q1,6A,244.8774409,2.5,VP,1,7.777187421,4,279.186159,84.03627243,414.2542737,1214.942537,4.672786348,5,23,21.21885679,14.3760162,775,16021.32496,48.22595235,1628.47609,33,5,2023-02-26,2023-02-26,2023-02-14,2023-02-28,161.8108112,105.0575944,184.689832,92.9622,77.015,Red Yellow Podzolic,22.07547,23.15164423
2023-02-01,2023,2,1,Q1,6A/1,335.0063091,2,VP,1,27.41111777,5,247.9263257,82.93430164,534.5009504,1885.731383,4.764249915,3,23,27.91073174,5.531680065,404,11506.26991,69.77207582,2943.970192,63,4,2023-02-09,2023-02-20,2023-02-10,2023-02-28,115.795287,116.3727745,198.4206625,91.23748,83.0904,Red Yellow Podzolic,22.09644,21.93241548
2023-02-01,2023,2,1,Q1,6A/1,253.1752243,6,VP,1,15.53047166,4,227.9516418,82.12086182,343.6357392,1101.786105,4.983269108,3,22,32.20854089,10.18576988,748,23009.9532,106.5970482,2609.07993,64,4,2023-02-10,2023-02-28,2023-02-22,2023-02-28,147.8357519,104.8461383,177.3401039,96.2191,67.8005,Red Yellow Podzolic,20.78914,22.61055154
2023-02-01,2023,2,1,Q1,6A/2,239.4126993,2,VP,1,7.226553208,4,176.7349577,74.60440184,342.2401641,1583.86027,4.85179675,3,18,18.57138394,9.841768491,444,9580.032945,50.79069403,1767.440433,42,5,2023-02-08,2023-02-16,2023-02-07,2023-02-28,149.6313633,116.0982124,182.0374757,90.31736,78.21682,Red Yellow Podzolic,21.8096,22.74661333
2023-02-01,2023,2,1,Q1,6A/2/1,251.1873407,2,VP,1,11.45751937,4,203.1620951,75.77470315,339.5354571,1332.239633,4.053492089,3,23,22.89606843,9.574934871,239,5692.763286,22.45690064,2327.529168,48,6,2023-02-22,2023-02-07,2023-02-24,2023-02-28,175.0630239,99.34527343,193.8724627,90.93732,73.07553,Red Yellow Podzolic,19.78106,24.09064828
2023-02-01,2023,2,1,Q1,6A/4,222.3288442,1.25,VP,1,45.47147912,3,97.18593306,77.53686114,282.5549537,1194.777632,4.788690859,3,24,14.85950875,11.9234716,152,2478.053385,10.79245002,1804.462403,38,5,2023-02-24,2023-02-23,2023-02-20,2023-02-28,130.8748873,104.926648,174.7167326,95.18184,71.2576,Red Yellow Podzolic,21.32891,21.97945967
2023-02-01,2023,2,1,Q1,6A/4/1,104.4572791,0.86,VP,1,13.7488562,3,172.3477954,83.9913514,128.4906522,119.6146175,4.778194939,3,24,46.77443422,6.394541203,143,3920.736159,22.45458123,1567.92929,32,1,2023-02-17,2023-02-16,2023-02-20,2023-02-28,163.7317855,101.3809886,174.4553557,95.90718,75.6881,Red Yellow Podzolic,20.97418,23.45783296
2023-02-01,2023,2,1,Q1,6B/1,254.2105713,2.2,VP,1,39.92291068,4,159.6704662,79.39373655,432.7067405,1695.449778,4.796824219,4,24,16.52612798,12.67344901,511,7491.758681,45.81598087,2425.454857,44,4,2023-02-06,2023-02-14,2023-02-20,2023-02-28,149.4723675,114.1730047,171.1452246,88.04753,66.69872,Red Yellow Podzolic,21.74812,22.37483762
2023-02-01,2023,2,1,Q1,6B/2,371.0269588,2.5,VP,1,25.57868258,4,307.1347873,79.44963469,545.2457239,1782.896734,5.750796265,6,24,27.85340441,11.27974411,576,15875.91577,48.48009639,2738.237146,42,6,2023-02-05,2023-02-11,2023-02-10,2023-02-28,132.9684364,116.2208447,180.5748565,96.64713,66.74582,Red Yellow Podzolic,21.67402,22.97187287
2023-02-01,2023,2,1,Q1,6B/2/3,316.3408476,3,VP,1,40.97763868,5,269.607552,78.20407301,481.001932,2078.458518,5.733278959,3,25,23.89206455,8.705678686,790,18747.47233,97.76698998,1912.569422,38,5,2023-02-02,2023-02-12,2023-02-15,2023-02-28,113.5202967,119.2985671,171.7866359,89.67209,76.16975,Red Yellow Podzolic,20.60272,21.89467651
2023-02-01,2023,2,1,Q1,6B/3,324.6563633,2,VP,1,24.04022177,3,949.5125849,84.21738514,503.501328,2130.111285,5.912726496,11,23,21.41394075,15.96932177,1260,29041.68484,104.4796613,3371.98546,43,5,2023-02-04,2023-02-16,2023-02-15,2023-02-28,138.9794952,108.774016,168.8323157,90.59902,78.25295,Red Yellow Podzolic,21.48113,21.38556761
2023-02-01,2023,2,1,Q1,6B/4,260.265299,2,VP,1,25.85587289,3,298.432864,88.68556396,407.0653179,1441.570552,4.543657741,9,20,14.22870647,19.37907213,618,10873.43574,36.42983284,2395.662691,39,6,2023-02-28,2023-02-12,2023-02-13,2023-02-28,142.3572931,105.5726371,172.8174887,91.73824,73.85281,Red Yellow Podzolic,21.89074,22.23839923
2023-02-01,2023,2,1,Q1,6B/4,283.2326948,3,VP,1,26.96615419,4,302.946464,80.69212678,509.6513627,1667.329858,4.687435081,3,24,27.43994143,7.424205188,543,14645.32393,61.94092008,2461.216263,38,6,2023-02-10,2023-02-11,2023-02-15,2023-02-28,156.7376796,103.2079952,187.7024637,92.66665,78.0518,Red Yellow Podzolic,22.68647,23.36184396
2023-02-01,2023,2,1,Q1,6B/5,196.9162442,2.5,VP,1,7.904441445,3,131.157474,77.82303367,405.2276411,1118.163629,4.88562641,4,23,26.90191173,7.680842784,801,21275.5487,32.690178,1247.641996,28,3,2023-02-04,2023-02-11,2023-02-21,2023-02-28,151.0454492,104.9212857,191.6606553,92.65982,65.22383,Red Yellow Podzolic,21.5966,24.46835821
2023-02-01,2023,2,1,Q1,7,296.9380934,3,VP,1,24.35276952,6,134.4913392,75.86343323,410.7118274,1614.104984,4.463392759,3,29,29.17974272,4.673707019,386,13338.74486,99.0017232,2571.857609,53,3,2023-02-28,2023-02-25,2023-02-18,2023-02-28,118.3711347,106.971874,161.6153112,88.232,66.54342,Red Yellow Podzolic,20.61951,20.97203972
2023-02-01,2023,2,1,Q1,7/1,258.1248576,3.73,VP,1,19.02457123,5,201.152049,76.6447669,359.3848358,1628.436216,4.860038688,3,32,35.48025628,5.420754914,645,21344.60871,141.0560431,2455.928787,63,4,2023-02-05,2023-02-05,2023-02-11,2023-02-28,129.2247904,107.3780063,180.1098663,95.405,68.69666,Red Yellow Podzolic,20.81198,22.12698656
2023-02-01,2023,2,1,Q1,7A,163.1226322,1.54,SD,0,10.98446406,5,90.78599719,86.52138407,256.9685436,813.9008806,4.857691788,3,25,21.33767376,5.175968525,188,4288.310622,50.27042226,1223.201625,50,5,2023-02-08,2023-02-17,2023-02-19,2023-02-28,161.9210343,112.4467552,185.0708574,89.73144,72.03379,Red Yellow Podzolic,19.53392,24.55773962
2023-02-01,2023,2,1,Q1,8,201.6935199,6.97,VP,1,41.02069996,3,218.8209614,82.3596728,415.391499,1240.913557,4.912394612,4,24,17.74475538,14.0270979,1166,16410.80121,73.98995149,1818.421949,37,3,2023-02-05,2023-02-19,2023-02-15,2023-02-28,139.7051162,109.8374533,186.551594,96.37054,69.42348,Red Yellow Podzolic,23.18515,21.02315908
2023-02-01,2023,2,1,Q1,8/1,267.2677512,6,VP,1,25.14062216,3,277.0322489,81.45053461,331.2035526,1538.823553,4.704415183,3,22,24.67475752,12.05079446,895,26727.10849,87.65551236,2348.629521,38,5,2023-02-06,2023-02-06,2023-02-20,2023-02-28,181.6502358,102.3432441,186.3557253,95.1911,65.26341,Red Yellow Podzolic,21.42726,21.25920998
2023-02-01,2023,2,1,Q1,8/2,188.5847416,6.55,VP,1,17.65249565,3,223.7390146,81.68585215,260.6894705,1090.100815,5.062913321,3,25,28.37547123,6.662488011,718,21824.79441,102.9580058,1764.903755,31,6,2023-02-26,2023-02-07,2023-02-09,2023-02-28,146.7776959,104.2298268,184.2930409,88.72311,70.51041,Red Yellow Podzolic,20.97319,23.84447689
2023-02-01,2023,2,1,Q1,9,186.1358064,6.45,SD,0,31.10411889,4,173.6334472,81.36367891,184.0086038,1037.787085,4.819578368,3,24,23.56466768,7.276473514,787,19317.06109,129.5820096,1672.897997,39,3,2023-02-08,2023-02-15,2023-02-10,2023-02-28,145.3801349,105.2252303,188.8299727,90.43043,75.34789,Red Yellow Podzolic,21.39286,22.28684649
2023-02-01,2023,2,1,Q1,9A,247.4474495,2,SD,0,27.0403665,3,279.5373834,83.26482303,276.4092722,1301.130263,5.363675488,3,24,21.12630861,9.340403108,334,9145.15935,39.56550288,2303.44221,39,4,2023-02-08,2023-02-17,2023-02-25,2023-02-28,157.0580485,103.9782176,190.2036408,96.13181,68.35578,Red Yellow Podzolic,21.96355,24.66830899
2023-02-01,2023,2,1,Q1,9A/2,16.06300066,2.4,VP,1,30.52819846,0,144.117625,83.42511991,347.3196771,115.2442457,3.921302689,3,22,48.01729227,0.770741007,35,824.4820293,23.18316139,2172.421238,39,5,2023-02-27,2023-02-11,2023-02-11,2023-02-28,160.5951426,106.25385,182.1003321,95.78185,65.17313,Red Yellow Podzolic,22.96276,21.75414874
2023-03-01,2023,3,1,Q1,1/B/2,153.38656,5,VP,1,32.11127753,3,56.98594358,78.0739192,298.4198544,932.9801445,4.839525988,2,21,20.77391802,7.577678868,177,4588.818615,25.99984155,2003.878233,39,5,2023-03-05,2023-03-28,2023-03-13,2023-03-09,207.9843952,110.3655534,194.5955067,91.52589,74.41418,Red Yellow Podzolic,21.73931,17.69729017
2023-03-01,2023,3,1,Q1,10/2A,206.5403987,3.6,VP,1,5.433800306,3,655.8461768,80.98191423,380.0100256,1474.450585,4.712443593,1,22,41.59692348,7.065683232,410,17765.52353,66.52780528,1827.768501,40,6,2023-03-15,2023-03-28,2023-03-10,2023-03-28,219.6240718,119.8174454,199.4753574,95.42501,68.79943,Red Yellow Podzolic,20.46979,18.11850621
2023-03-01,2023,3,1,Q1,10/3,243.4039888,2,VP,1,25.67467649,4,306.4667412,78.23922857,422.2751347,1557.895359,4.893771269,2,22,31.77223402,7.438948382,199,7538.94067,31.6467818,2744.129327,48,4,2023-03-25,2023-03-17,2023-03-28,2023-03-28,229.0421963,114.3962998,206.1869761,94.40346,71.63353,Red Yellow Podzolic,19.38612,19.12734685
2023-03-01,2023,3,1,Q1,10/4,170.6370616,1.25,VP,1,5.679375068,4,1971.647339,86.10474259,383.8037976,984.3697519,5.241955597,2,20,35.22495032,7.509633404,379,16450.50695,70.55344778,1987.238176,39,6,2023-03-11,2023-03-10,2023-03-28,2023-03-28,197.1557023,115.6148378,200.041821,90.89908,84.90768,Red Yellow Podzolic,19.72595,19.17126459
2023-03-01,2023,3,1,Q1,11/1,330.6127993,2.98,VP,1,17.07889619,3,407.9984614,75.4496312,280.5694622,1863.737006,5.376468441,2,22,25.39372785,12.64750371,540,10336.56198,39.12031257,3253.546243,39,5,2023-03-03,2023-03-11,2023-03-10,2023-03-28,198.9908176,114.294557,202.9894076,96.19131,84.01244,Red Yellow Podzolic,21.8023,18.03731096
2023-03-01,2023,3,1,Q1,11/1A,314.9080991,2.27,VP,1,35.2821149,2,432.3027634,81.1102495,268.5290332,2030.438106,5.667626717,2,24,26.8031802,13.77107467,328,9089.304883,29.4876445,3449.705274,40,4,2023-03-01,2023-03-11,2023-03-19,2023-03-28,187.4795658,115.325588,188.6061316,89.81259,77.6586,Red Yellow Podzolic,20.79116,18.84834997
2023-03-01,2023,3,1,Q1,12/1,452.8699225,4.25,VP,1,16.95642381,4,357.2643056,84.04953226,503.8576488,2895.496874,4.504583333,2,26,22.26821908,19.28084176,706,17798.03747,44.85356402,4320.006495,43,5,2023-03-21,2023-03-16,2023-03-23,2023-03-28,216.6305999,113.7539228,190.900783,89.95926,67.24375,Red Yellow Podzolic,18.87416,18.00689304
2023-03-01,2023,3,1,Q1,13A,390.6437078,2,VP,1,35.00929863,5,320.235851,82.14785859,543.9939075,2416.348238,5.139933915,2,25,31.58712675,8.765019676,384,12774.94903,48.34210667,4009.582156,67,7,2023-03-04,2023-03-12,2023-03-18,2023-03-28,206.0789933,116.7822692,202.0038657,96.65765,75.26222,Red Yellow Podzolic,19.79141,20.02996512
2023-03-01,2023,3,1,Q1,16/1,388.0330308,2.4,VP,1,13.90187025,3,435.9018891,86.3125348,458.205244,2262.794267,5.457798125,2,23,23.47722587,12.74375537,368,13578.24615,35.25701743,3347.22106,46,4,2023-03-22,2023-03-19,2023-03-17,2023-03-28,242.6455194,117.3416017,185.2959512,96.874,65.27217,Red Yellow Podzolic,20.21486,18.6146952
2023-03-01,2023,3,1,Q1,16/4,26.17965765,1.6,VP,1,29.93646667,0,1077.899055,79.96923853,293.0000117,185.4241637,5.791665301,6,22,54.52133095,2.962873175,146,10799.07446,57.94801842,2014.196186,38,5,2023-03-03,2023-03-16,2023-03-12,2023-03-28,259.1118766,110.8211725,198.9183063,93.72164,74.53496,Red Yellow Podzolic,21.65939,19.14720477
2023-03-01,2023,3,1,Q1,1A/1,281.8262076,4,VP,1,33.87477387,4,266.9947198,84.38554215,305.6053415,1676.508319,5.175383408,2,24,23.09176297,13.76734464,450,11023.10606,35.27741301,2445.960175,37,5,2023-03-22,2023-03-22,2023-03-04,2023-03-28,232.3728303,106.7122161,182.0814286,96.95457,66.10168,Red Yellow Podzolic,19.3503,19.15740233
2023-03-01,2023,3,1,Q1,1A/2,187.4572755,4.09,VP,1,32.41855749,2,222.4206467,81.82234027,392.8659041,1233.700867,4.437573224,2,23,18.60474261,11.5886205,338,5409.773177,26.70356083,1883.647924,36,6,2023-03-07,2023-03-13,2023-03-19,2023-03-28,240.7653625,111.6432521,199.344231,92.82414,68.95468,Red Yellow Podzolic,19.63685,18.72476095
2023-03-01,2023,3,1,Q1,1B/1,229.1461821,2.31,VP,1,37.28297874,2,377.6638539,73.73991742,297.2041717,1338.157195,5.140629349,2,24,28.22055093,6.755635927,216,7451.04824,23.1519844,1696.995613,41,5,2023-03-28,2023-03-21,2023-03-05,2023-03-28,218.0451451,119.7915082,200.1033124,89.4797,77.44488,Red Yellow Podzolic,21.72765,18.39010449
2023-03-01,2023,3,1,Q1,1B/2,148.3377802,5,VP,1,23.12708877,2,176.2363204,82.32700479,289.5067786,954.8073603,5.471272497,2,23,29.07105903,6.538052119,293,8131.267275,44.55514792,1213.606223,36,4,2023-03-28,2023-03-27,2023-03-01,2023-03-28,240.4718602,116.7960721,197.5217594,95.66613,76.32166,Red Yellow Podzolic,21.07439,19.59133685
2023-03-01,2023,3,1,Q1,2,84.93333901,5.24,VP,1,37.7801145,3,183.4980155,81.21654897,201.8798006,689.0970383,6.5,2,20,28.80644598,5.398126879,345,11865.95817,67.19862424,483.2575513,28,2,2023-03-14,2023-03-14,2023-03-18,2023-03-28,266.9236123,110.5818405,195.5071471,95.63467,80.22121,Red Yellow Podzolic,22.41227,19.49879945
2023-03-01,2023,3,1,Q1,2A,263.520393,3.81,VP,1,41.32037097,3,296.9450996,80.94309944,373.5199257,1426.217392,5.158008246,3,23,20.29911016,15.05419871,504,11226.06306,39.45885329,740.5266253,37,1,2023-03-28,2023-03-18,2023-03-22,2023-03-28,215.759951,115.0912334,194.03808,95.6832,81.26404,Red Yellow Podzolic,20.37163,19.57365971
2023-03-01,2023,3,1,Q1,2A,111.310514,6.5,VP,1,36.00185365,4,138.1313954,83.24699601,184.2392225,844.0640156,4.623016138,2,21,24.23828297,5.903619532,431,11780.47113,98.29811321,666.9685865,37,1,2023-03-02,2023-03-02,2023-03-13,2023-03-28,230.5115899,128.9976025,186.0686674,94.94271,72.06699,Red Yellow Podzolic,20.97801,19.72830293
2023-03-01,2023,3,1,Q1,2A/1,311.7280074,4.68,VP,1,22.14215498,2,341.8623386,75.11221363,511.0478559,1465.508297,4.679484605,2,20,20.48478403,17.11888112,600,16692.3223,40.93673557,2407.717906,39,6,2023-03-03,2023-03-14,2023-03-09,2023-03-28,219.9664362,111.8993116,200.1879387,88.36206,72.70813,Red Yellow Podzolic,20.86679,18.21821075
2023-03-01,2023,3,1,Q1,2B,245.4421299,5.43,VP,1,12.25620305,4,221.1533157,80.22616309,356.8013708,1055.749292,4.767608303,2,22,32.66377204,6.917247371,436,15796.41507,65.87647434,2481.204777,66,6,2023-03-13,2023-03-22,2023-03-08,2023-03-28,180.7478871,121.378436,203.2796126,96.26146,82.82484,Red Yellow Podzolic,19.36581,18.12124803
2023-03-01,2023,3,1,Q1,2B/1,264.7233173,4.69,VP,1,38.77339487,5,235.1550206,78.5076316,574.8602496,1704.713931,4.542527214,3,26,30.8993445,7.709175147,497,18038.53384,87.56586579,1851.778947,44,5,2023-03-22,2023-03-20,2023-03-19,2023-03-28,197.2340253,109.2258561,183.3917864,91.24365,73.30456,Red Yellow Podzolic,20.56936,19.52604142
2023-03-01,2023,3,1,Q1,3,188.2229924,5,VP,1,7.194932972,3,252.2785724,75.26870951,289.0209165,1015.674673,5.250543681,2,23,32.65119445,6.918678682,294,8877.256982,46.81977521,1632.380604,38,5,2023-03-06,2023-03-06,2023-03-06,2023-03-28,205.7347115,114.2796967,197.467279,96.30996,75.53443,Red Yellow Podzolic,19.37983,18.19150146
2023-03-01,2023,3,1,Q1,3/1,52.06651768,5.52,VP,1,26.29921869,2,346.6628657,72.67033135,202.4153006,451.3103082,5.266032336,2,22,32.34662602,6.34755251,454,17003.96328,87.63730929,1293.452833,27,6,2023-03-26,2023-03-16,2023-03-10,2023-03-28,189.0833415,111.0952056,198.9416415,88.83433,76.33259,Red Yellow Podzolic,21.56812,15.87556309
2023-03-01,2023,3,1,Q1,4,183.1838249,8.09,VP,1,27.11901665,2,130.4460306,84.48803581,376.7428514,1327.967547,4.930048284,2,22,24.65694799,10.74790763,451,11404.75761,43.07694674,1754.917645,35,4,2023-03-13,2023-03-17,2023-03-12,2023-03-28,187.52422,116.5060203,190.3719067,88.34772,77.3304,Red Yellow Podzolic,18.53411,18.37886441
2023-03-01,2023,3,1,Q1,5/2A,191.6640893,3.5,VP,1,13.75402185,3,202.3286531,79.08853538,391.198404,860.2661388,4.815652761,2,23,23.45796441,7.809930195,222,7020.913618,28.75902472,1674.406591,41,6,2023-03-04,2023-03-14,2023-03-27,2023-03-24,231.9958544,116.3278108,204.6431959,91.01472,72.70605,Red Yellow Podzolic,20.46353,18.63354838
2023-03-01,2023,3,1,Q1,5/2B,195.1739339,3.62,VP,1,9.113551956,3,254.0048104,80.6653029,371.8206662,807.2895494,4.801327873,2,22,26.08043904,8.769617659,320,7832.493729,39.22581507,1620.273063,31,4,2023-03-04,2023-03-14,2023-03-13,2023-03-01,226.8415651,123.4010712,182.3340358,88.94095,78.65542,Red Yellow Podzolic,19.95191,19.32163334
2023-03-01,2023,3,1,Q1,5A/1,182.9574603,5.7,VP,1,41.14629649,2,249.3498162,77.79835902,303.1557396,1226.062626,5.158488647,2,23,24.94585217,9.975665455,515,14163.54288,61.04090726,1572.95117,31,2,2023-03-05,2023-03-09,2023-03-20,2023-03-28,219.8220442,117.9687712,176.4401993,91.26464,84.97137,Red Yellow Podzolic,21.99542,18.21028864
2023-03-01,2023,3,1,Q1,5A/2,171.1817023,7.62,VP,1,38.89644242,2,149.3796299,81.18730689,384.7335788,1297.866037,4.856085918,2,22,17.28334588,10.56563451,569,8841.108909,39.67133927,1522.403296,36,3,2023-03-01,2023-03-08,2023-03-22,2023-03-28,246.3443014,114.5851891,189.3054425,95.73857,66.31015,Red Yellow Podzolic,21.44399,19.46382658
2023-03-01,2023,3,1,Q1,5B/1,214.7719662,4.18,VP,1,11.45336774,5,216.3739678,84.52091566,398.7766841,1001.706337,4.085906206,2,21,35.38548537,5.900939888,347,9906.572749,67.43513372,1921.597571,65,4,2023-03-21,2023-03-10,2023-03-18,2023-03-28,209.1781565,111.7701566,185.323947,90.73175,77.42864,Red Yellow Podzolic,21.12812,19.06571389
2023-03-01,2023,3,1,Q1,5B/2,198.4198533,3.23,VP,1,7.387105995,4,146.5171924,81.14910582,454.6472521,1236.800635,4.833207632,2,21,30.24107876,6.076922031,216,8127.743925,36.39356797,1118.621035,38,3,2023-03-18,2023-03-19,2023-03-19,2023-03-28,175.8337337,122.0992515,191.7983496,93.37287,75.98573,Red Yellow Podzolic,20.95157,18.40842492
2023-03-01,2023,3,1,Q1,6A,271.9391657,2.5,VP,1,8.42356826,3,331.3349059,75.14566895,444.892114,1326.107056,4.736705242,3,22,20.86967088,16.80554377,455,10010.31198,26.47127928,1695.036871,37,5,2023-03-26,2023-03-26,2023-03-14,2023-03-28,193.8038993,113.0029985,203.9928401,89.82465,68.1822,Red Yellow Podzolic,20.96415,17.81263055
2023-03-01,2023,3,1,Q1,6A/1,307.2626668,2,VP,1,23.6551224,5,290.4138288,78.23094601,513.644463,1979.313358,4.767765025,2,21,28.84464234,6.171147223,242,7382.194034,36.60258133,2874.022658,61,4,2023-03-09,2023-03-20,2023-03-10,2023-03-28,216.6954593,107.0172572,199.6675744,94.2463,75.97433,Red Yellow Podzolic,17.81451,19.40221698
2023-03-01,2023,3,1,Q1,6A/1,227.099426,6,VP,1,14.94850758,3,241.8856531,82.88748632,322.4994253,1195.509444,4.933023754,2,25,29.69387048,11.65061488,471,14167.13907,62.47746609,2677.364357,63,4,2023-03-10,2023-03-28,2023-03-22,2023-03-28,192.6891942,114.7777649,197.4040206,93.52046,84.27216,Red Yellow Podzolic,18.56429,17.54588963
2023-03-01,2023,3,1,Q1,6A/2,235.7481545,2,VP,1,7.289177381,4,187.3043928,84.35863962,369.7136289,1735.327283,4.916282059,2,20,17.93791277,10.90521813,288,5481.883843,30.82767017,1767.569422,44,5,2023-03-08,2023-03-16,2023-03-07,2023-03-28,255.8347913,114.6470997,186.1535814,95.21874,69.92419,Red Yellow Podzolic,20.75382,20.29102464
2023-03-01,2023,3,1,Q1,6A/2/1,252.8464004,2,VP,1,10.68606069,3,225.5124002,78.85785423,390.9992577,1467.588945,3.968081256,2,24,23.24073514,10.84906667,158,3484.122974,12.91881772,2250.123422,47,6,2023-03-22,2023-03-07,2023-03-24,2023-03-28,213.4437228,107.8795323,205.6871038,96.34685,73.18941,Red Yellow Podzolic,21.41287,19.38023289
2023-03-01,2023,3,1,Q1,6A/4,212.3879982,1.25,VP,1,44.46364508,3,111.3073489,82.75127891,285.7458399,1379.167095,5.020473015,2,23,13.59449488,11.96477589,97,1497.533885,7.266646106,1866.716806,38,5,2023-03-24,2023-03-23,2023-03-20,2023-03-28,257.3545841,130.8548038,191.229182,92.55759,84.45725,Red Yellow Podzolic,18.25702,18.32717382
2023-03-01,2023,3,1,Q1,6A/4/1,109.6202454,0.86,VP,1,11.97195493,2,190.3156385,77.5324993,135.0688564,139.5683861,4.988193876,2,22,47.79684964,6.988858211,88,2318.044533,11.2439538,1359.327384,32,1,2023-03-17,2023-03-16,2023-03-20,2023-03-28,236.1299352,115.6835131,188.7769231,92.38919,68.7677,Red Yellow Podzolic,21.02995,18.73433276
2023-03-01,2023,3,1,Q1,6B/1,258.4458659,2.2,VP,1,35.5548436,3,177.2143295,84.2337643,502.50793,1976.779588,4.795540973,2,22,16.38425363,15.82711299,300,4778.818553,26.11144838,2336.832767,42,4,2023-03-06,2023-03-14,2023-03-20,2023-03-28,186.5229665,106.0314135,208.8745171,93.25931,79.13516,Red Yellow Podzolic,21.44604,19.38612914
2023-03-01,2023,3,1,Q1,6B/2,333.0857873,2.5,VP,1,25.67731231,3,405.8389567,80.47147749,559.397389,2006.129972,5.633769561,4,22,25.57641822,13.39863418,334,9807.440778,29.13917208,3054.702523,40,6,2023-03-05,2023-03-11,2023-03-10,2023-03-28,252.2082946,122.4712002,191.0558509,95.67044,81.21219,Red Yellow Podzolic,20.74399,18.48556274
2023-03-01,2023,3,1,Q1,6B/2/3,337.8934039,3,VP,1,38.5971672,4,281.9553441,82.8468649,552.4591041,2104.595893,5.734635046,2,23,24.2043968,9.410613416,517,12554.02312,58.01060674,1909.177243,39,5,2023-03-02,2023-03-12,2023-03-15,2023-03-28,244.645606,114.2296902,186.3190177,88.19245,68.98829,Red Yellow Podzolic,20.82065,19.16165406
2023-03-01,2023,3,1,Q1,6B/3,362.0300214,2,VP,1,24.39545203,3,1223.365346,76.81201495,543.5836357,2316.096757,5.97152028,7,20,21.026111,17.17005611,674,16641.77387,61.86784764,3298.106593,48,5,2023-03-04,2023-03-16,2023-03-15,2023-03-28,183.0762664,114.517073,216.2840047,93.87434,65.13365,Red Yellow Podzolic,19.55526,18.68967398
2023-03-01,2023,3,1,Q1,6B/4,282.2520033,2,VP,1,21.90014855,2,355.8147893,78.97104879,443.9294456,1504.964618,4.611914738,6,21,13.74135155,20.18246132,338,6594.629092,22.5321959,2568.083903,39,6,2023-03-28,2023-03-12,2023-03-13,2023-03-28,200.6601037,115.8547705,200.0278851,91.18749,78.57609,Red Yellow Podzolic,19.80486,19.43130677
2023-03-01,2023,3,1,Q1,6B/4,290.6589887,3,VP,1,26.08664631,3,358.0080811,77.31707143,530.5775034,1828.985233,4.507649423,2,22,23.41907065,8.580723735,333,9120.109218,35.98979298,2326.381769,39,6,2023-03-10,2023-03-11,2023-03-15,2023-03-28,222.6259027,116.3445205,205.1594333,95.07258,76.26427,Red Yellow Podzolic,21.58404,18.38961871
